Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
32,1,3,235,3,TURNING_RIGHT,false,0,4,2,3,4,,,6,2,58
33,1,3,238,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
34,1,3,241,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
35,1,3,244,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
36,1,3,247,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
37,1,3,250,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
38,1,3,253,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
39,1,3,256,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
40,1,3,259,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
41,1,3,262,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
42,1,3,265,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
43,1,3,268,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
44,1,3,271,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
45,1,3,274,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
46,1,3,277,3,ACCELERATING,false,0,4,2,3,4,,,6,2,58
47,1,3,280,3,ACCELERATING,false,0,4,3,3,4,,,6,2,62
48,1,3,283,3,ACCELERATING,false,0,4,3,3,4,,,6,2,62
49,1,3,286,3,ACCELERATING,false,0,4,3,3,4,,,6,2,62
50,1,3,289,3,ACCELERATING,false,0,4,4,3,4,,,6,2,66
51,1,3,292,3,ACCELERATING,false,0,4,4,3,4,,,6,2,66
52,1,3,295,3,ACCELERATING,false,0,4,4,3,4,,,6,2,66
53,1,3,298,3,ACCELERATING,false,0,4,4,3,4,,,6,3,70
54,1,4,300,0,HIT_MUD,false,0,5,4,3,4,,,6,3,64
55,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
56,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
57,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
58,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
59,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
60,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
61,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
62,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
63,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
64,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
65,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
66,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
67,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
68,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
69,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
70,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
71,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
72,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
73,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
74,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
75,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
76,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
77,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
78,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
79,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
80,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
81,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
82,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
83,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
84,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
85,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
86,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
87,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
88,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
89,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
90,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
91,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
92,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
93,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
94,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
95,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
96,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
97,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
98,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
99,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
100,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
101,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
102,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
103,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
104,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
105,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
106,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
107,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
108,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
109,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
110,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
111,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
112,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
113,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
114,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
115,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
116,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
117,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
118,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
119,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
120,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
121,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
122,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
123,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
124,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
125,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
126,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
127,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
128,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
129,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
130,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
131,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
132,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
133,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
134,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
135,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
136,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
137,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
138,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
139,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
140,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
141,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
142,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
143,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
144,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
145,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
146,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
147,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
148,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
149,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
150,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
151,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
152,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
153,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
154,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
155,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
156,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
157,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
158,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
159,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
160,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
161,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
162,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
163,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
164,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
165,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
166,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
167,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
168,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
169,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
170,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
171,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
172,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
173,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
174,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
175,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
176,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
177,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
178,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
179,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
180,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
181,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
182,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
183,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
184,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
185,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
186,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
187,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
188,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
189,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
190,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
191,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
192,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
193,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
194,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
195,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
196,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
197,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
198,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
199,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
200,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
201,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
202,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
203,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
204,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
205,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
206,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
207,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
208,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
209,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
210,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
211,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
212,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
213,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
214,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
215,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
216,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
217,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
218,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
219,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
220,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
221,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
222,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
223,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
224,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
225,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
226,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
227,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
228,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
229,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
230,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
231,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
232,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
233,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
234,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
235,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
236,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
237,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
238,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
239,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
240,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
241,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
242,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
243,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
244,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
245,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
246,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
247,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
248,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
249,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
250,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
251,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
252,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
253,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
254,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
255,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
256,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
257,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
258,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
259,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
260,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
261,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
262,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
263,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
264,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
265,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
266,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
267,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
268,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
269,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
270,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
271,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
272,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
273,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
274,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
275,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
276,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
277,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
278,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
279,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
280,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
281,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
282,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
283,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
284,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
285,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
286,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
287,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
288,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
289,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
290,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
291,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
292,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
293,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
294,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
295,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
296,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
297,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
298,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
299,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
300,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
301,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
302,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
303,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
304,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
305,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
306,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
307,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
308,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
309,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
310,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
311,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
312,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
313,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
314,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
315,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
316,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
317,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
318,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
319,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
320,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
321,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
322,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
323,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
324,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
325,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
326,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
327,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
328,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
329,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
330,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
331,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
332,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
333,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
334,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
335,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
336,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
337,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
338,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
339,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
340,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
341,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
342,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
343,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
344,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
345,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
346,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
347,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
348,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
349,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
350,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
351,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
352,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
353,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
354,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
355,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
356,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
357,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
358,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
359,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
360,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
361,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
362,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
363,1,4,300,0,ACCELERATING,false,0,5,4,3,4,,,6,3,64
